            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2451992.500000000, A.D. 2001-Mar-24 00:00:00.0000,  1.197802711323606E+00,  4.927816017058399E+00, -4.727615059724292E-02, -7.434804697363147E-03,  2.140325093026866E-03,  1.575112784082683E-04,
2451993.500000000, A.D. 2001-Mar-25 00:00:00.0000,  1.190366865445996E+00,  4.929951332867550E+00, -4.711855937927051E-02, -7.437548256038484E-03,  2.130178315421925E-03,  1.576568127851575E-04,
2451994.500000000, A.D. 2001-Mar-26 00:00:00.0000,  1.182928023821560E+00,  4.932075525140988E+00, -4.696086184944332E-02, -7.439616914300742E-03,  2.118663767863410E-03,  1.577612737133253E-04,
2451995.500000000, A.D. 2001-Mar-27 00:00:00.0000,  1.175486667218597E+00,  4.934189364525749E+00, -4.680302685776210E-02, -7.443557396516362E-03,  2.108316518291476E-03,  1.578776417477360E-04,
2451996.500000000, A.D. 2001-Mar-28 00:00:00.0000,  1.168041880942782E+00,  4.936291526013805E+00, -4.664511364889379E-02, -7.445811545984739E-03,  2.096587899928444E-03,  1.579723155693772E-04,
2451997.500000000, A.D. 2001-Mar-29 00:00:00.0000,  1.160594289699023E+00,  4.938382428240508E+00, -4.648709816566116E-02, -7.449056352748579E-03,  2.084614693540207E-03,  1.580412754788048E-04,
2451998.500000000, A.D. 2001-Mar-30 00:00:00.0000,  1.153144772765458E+00,  4.940461471166433E+00, -4.632899271843510E-02, -7.450474546022092E-03,  2.074133178725089E-03,  1.581852701692056E-04,
2451999.500000000, A.D. 2001-Mar-31 00:00:00.0000,  1.145692505475217E+00,  4.942529949339345E+00, -4.617076522472407E-02, -7.453499835551911E-03,  2.062455783373237E-03,  1.582659360135313E-04,
2452000.500000000, A.D. 2001-Apr-01 00:00:00.0000,  1.138238058225427E+00,  4.944587291005075E+00, -4.601242351923925E-02, -7.456066357392120E-03,  2.052270875968124E-03,  1.584091646700532E-04,
2452001.500000000, A.D. 2001-Apr-02 00:00:00.0000,  1.130780537012401E+00,  4.946633537480018E+00, -4.585397886950263E-02, -7.458353926207490E-03,  2.040506514139310E-03,  1.584986113948481E-04,
2452002.500000000, A.D. 2001-Apr-03 00:00:00.0000,  1.123320627996185E+00,  4.948669200741924E+00, -4.569540613649328E-02, -7.462078051278287E-03,  2.030252749019845E-03,  1.586180713529312E-04,
2452003.500000000, A.D. 2001-Apr-04 00:00:00.0000,  1.115857198339320E+00,  4.950693157354736E+00, -4.553676097358723E-02, -7.464403026439870E-03,  2.018169514605288E-03,  1.586959128115664E-04,
2452004.500000000, A.D. 2001-Apr-05 00:00:00.0000,  1.108391101401252E+00,  4.952705661028816E+00, -4.537802136373131E-02, -7.467641442248012E-03,  2.006189286642239E-03,  1.587618871540894E-04,
2452005.500000000, A.D. 2001-Apr-06 00:00:00.0000,  1.100923076444791E+00,  4.954705977980565E+00, -4.521920631167844E-02, -7.468710053542925E-03,  1.995219390265468E-03,  1.588905238744636E-04,
2452006.500000000, A.D. 2001-Apr-07 00:00:00.0000,  1.093452682838955E+00,  4.956695607015420E+00, -4.506027178379543E-02, -7.471626970681749E-03,  1.983536510829372E-03,  1.589683194668366E-04,
2452007.500000000, A.D. 2001-Apr-08 00:00:00.0000,  1.085980359945451E+00,  4.958673863498548E+00, -4.490123192651255E-02, -7.473648117797855E-03,  1.973211271272099E-03,  1.591105324858880E-04,
2452008.500000000, A.D. 2001-Apr-09 00:00:00.0000,  1.078505289311534E+00,  4.960641089922472E+00, -4.474208593933143E-02, -7.475821177252097E-03,  1.961356588280052E-03,  1.591946680557537E-04,
2452009.500000000, A.D. 2001-Apr-10 00:00:00.0000,  1.071028261371453E+00,  4.962597639682819E+00, -4.458281288121134E-02, -7.478974308871618E-03,  1.951363258597362E-03,  1.593272909159823E-04,
2452010.500000000, A.D. 2001-Apr-11 00:00:00.0000,  1.063547909105974E+00,  4.964542760372145E+00, -4.442345931154789E-02, -7.481221086632383E-03,  1.939283601041111E-03,  1.594018689050005E-04,
2452011.500000000, A.D. 2001-Apr-12 00:00:00.0000,  1.056065156462822E+00,  4.966476564644203E+00, -4.426400682246927E-02, -7.484327290433924E-03,  1.927683747652028E-03,  1.594791853384739E-04,
2452012.500000000, A.D. 2001-Apr-13 00:00:00.0000,  1.048580447559677E+00,  4.968398274114779E+00, -4.410448004118188E-02, -7.485198105838919E-03,  1.916566416971555E-03,  1.596013936076109E-04,
2452013.500000000, A.D. 2001-Apr-14 00:00:00.0000,  1.041093623049418E+00,  4.970309482025951E+00, -4.394482804950213E-02, -7.488166120652068E-03,  1.905236231406963E-03,  1.596860034616106E-04,
2452014.500000000, A.D. 2001-Apr-15 00:00:00.0000,  1.033604829792941E+00,  4.972209369589716E+00, -4.378507417948713E-02, -7.489973437083986E-03,  1.894928522246445E-03,  1.598275948624315E-04,
2452015.500000000, A.D. 2001-Apr-16 00:00:00.0000,  1.026113305049726E+00,  4.974098443063421E+00, -4.362521030143253E-02, -7.492410751528045E-03,  1.883135297271443E-03,  1.599063854932208E-04,
2452016.500000000, A.D. 2001-Apr-17 00:00:00.0000,  1.018619841091576E+00,  4.975976744822351E+00, -4.346522604792618E-02, -7.495329138985229E-03,  1.873277878399973E-03,  1.600434864358784E-04,
2452017.500000000, A.D. 2001-Apr-18 00:00:00.0000,  1.011122937144387E+00,  4.977843793264981E+00, -4.330516061751244E-02, -7.497861592438960E-03,  1.861064706526310E-03,  1.601054665299901E-04,
2452018.500000000, A.D. 2001-Apr-19 00:00:00.0000,  1.003623605173377E+00,  4.979699400358269E+00, -4.314500440519897E-02, -7.501009685461796E-03,  1.849549701656608E-03,  1.601821754750011E-04,
2452019.500000000, A.D. 2001-Apr-20 00:00:00.0000,  9.961221053625213E-01,  4.981542720527161E+00, -4.298478665240499E-02, -7.501873380311902E-03,  1.837915986769800E-03,  1.602833099320417E-04,
2452020.500000000, A.D. 2001-Apr-21 00:00:00.0000,  9.886187073006796E-01,  4.983375312605009E+00, -4.282445192878082E-02, -7.504804126149219E-03,  1.826591078465311E-03,  1.603647603604541E-04,
2452021.500000000, A.D. 2001-Apr-22 00:00:00.0000,  9.811133780295835E-01,  4.985196301535952E+00, -4.266402868357810E-02, -7.506268970881257E-03,  1.815912274692713E-03,  1.604944919967702E-04,
2452022.500000000, A.D. 2001-Apr-23 00:00:00.0000,  9.736055886646174E-01,  4.987006381340349E+00, -4.250349837629584E-02, -7.508685699225230E-03,  1.803991836429658E-03,  1.605656953937146E-04,
